500, 0.02909, 0.005
1000, 0.01221, 0.005
1500, 0.00931, 0.005
2000, 0.00823, 0.005
2500, 0.00797, 0.005
3000, 0.00724, 0.005
3500, 0.00648, 0.005
4000, 0.00611, 0.005
4500, 0.00627, 0.005
5000, 0.00567, 0.005
5500, 0.00549, 0.005
6000, 0.00511, 0.005
6500, 0.00505, 0.005
7000, 0.00494, 0.005
7500, 0.00475, 0.005
8000, 0.00442, 0.005
8500, 0.00437, 0.005
9000, 0.00453, 0.005
9500, 0.00448, 0.005
10000, 0.00430, 0.005
10500, 0.00653, 0.02
11000, 0.00659, 0.02
11500, 0.00546, 0.02
12000, 0.00561, 0.02
12500, 0.00492, 0.02
13000, 0.00483, 0.02
13500, 0.00454, 0.02
14000, 0.00425, 0.02
14500, 0.00441, 0.02
15000, 0.00430, 0.02
15500, 0.00425, 0.02
16000, 0.00383, 0.02
16500, 0.00387, 0.02
17000, 0.00378, 0.02
17500, 0.00380, 0.02
18000, 0.00356, 0.02
18500, 0.00363, 0.02
19000, 0.00382, 0.02
19500, 0.00387, 0.02
20000, 0.00314, 0.02
20500, 0.00352, 0.02
21000, 0.00323, 0.02
21500, 0.00340, 0.02
22000, 0.00304, 0.02
22500, 0.00324, 0.02
23000, 0.00308, 0.02
23500, 0.00295, 0.02
24000, 0.00295, 0.02
24500, 0.00322, 0.02
25000, 0.00301, 0.02
25500, 0.00294, 0.02
26000, 0.00296, 0.02
26500, 0.00295, 0.02
27000, 0.00299, 0.02
27500, 0.00271, 0.02
28000, 0.00276, 0.02
28500, 0.00274, 0.02
29000, 0.00308, 0.02
29500, 0.00296, 0.02
30000, 0.00287, 0.02
30500, 0.00280, 0.02
31000, 0.00292, 0.02
31500, 0.00269, 0.02
32000, 0.00264, 0.02
32500, 0.00276, 0.02
33000, 0.00244, 0.02
33500, 0.00271, 0.02
34000, 0.00275, 0.02
34500, 0.00267, 0.02
35000, 0.00262, 0.02
35500, 0.00233, 0.02
36000, 0.00245, 0.02
36500, 0.00255, 0.02
37000, 0.00244, 0.02
37500, 0.00261, 0.02
38000, 0.00245, 0.02
38500, 0.00243, 0.02
39000, 0.00242, 0.02
39500, 0.00231, 0.02
40000, 0.00249, 0.02
40500, 0.00253, 0.02
41000, 0.00233, 0.02
41500, 0.00231, 0.02
42000, 0.00232, 0.02
42500, 0.00209, 0.02
43000, 0.00209, 0.02
43500, 0.00245, 0.02
44000, 0.00249, 0.02
44500, 0.00233, 0.02
45000, 0.00237, 0.02
45500, 0.00237, 0.02
46000, 0.00224, 0.02
46500, 0.00232, 0.02
47000, 0.00220, 0.02
47500, 0.00219, 0.02
48000, 0.00216, 0.02
48500, 0.00214, 0.02
49000, 0.00229, 0.02
49500, 0.00222, 0.02
50000, 0.00223, 0.02
50500, 0.00217, 0.02
51000, 0.00228, 0.02
51500, 0.00216, 0.02
52000, 0.00222, 0.02
52500, 0.00202, 0.02
53000, 0.00197, 0.02
53500, 0.00211, 0.02
54000, 0.00207, 0.02
54500, 0.00216, 0.02
55000, 0.00212, 0.02
55500, 0.00210, 0.02
56000, 0.00190, 0.02
56500, 0.00214, 0.02
57000, 0.00196, 0.02
57500, 0.00202, 0.02
58000, 0.00198, 0.02
58500, 0.00201, 0.02
59000, 0.00217, 0.02
59500, 0.00203, 0.02
60000, 0.00196, 0.02
60500, 0.00203, 0.02
61000, 0.00204, 0.02
61500, 0.00198, 0.02
62000, 0.00197, 0.02
62500, 0.00188, 0.02
63000, 0.00198, 0.02
63500, 0.00195, 0.02
64000, 0.00183, 0.02
64500, 0.00191, 0.02
65000, 0.00204, 0.02
65500, 0.00187, 0.02
66000, 0.00178, 0.02
66500, 0.00187, 0.02
67000, 0.00178, 0.02
67500, 0.00181, 0.02
68000, 0.00189, 0.02
68500, 0.00176, 0.02
69000, 0.00188, 0.02
69500, 0.00195, 0.02
70000, 0.00193, 0.02
70500, 0.00177, 0.02
71000, 0.00179, 0.02
71500, 0.00174, 0.02
72000, 0.00182, 0.02
72500, 0.00176, 0.02
73000, 0.00180, 0.02
73500, 0.00180, 0.02
74000, 0.00179, 0.02
74500, 0.00180, 0.02
75000, 0.00188, 0.02
75500, 0.00175, 0.02
76000, 0.00172, 0.02
76500, 0.00188, 0.02
77000, 0.00167, 0.02
77500, 0.00189, 0.02
78000, 0.00176, 0.02
78500, 0.00181, 0.02
79000, 0.00184, 0.02
79500, 0.00195, 0.02
80000, 0.00164, 0.02
80500, 0.00173, 0.02
81000, 0.00167, 0.02
81500, 0.00178, 0.02
82000, 0.00174, 0.02
82500, 0.00169, 0.02
83000, 0.00171, 0.02
83500, 0.00178, 0.02
84000, 0.00161, 0.02
84500, 0.00166, 0.02
85000, 0.00166, 0.02
85500, 0.00168, 0.02
86000, 0.00163, 0.02
86500, 0.00161, 0.02
87000, 0.00166, 0.02
87500, 0.00198, 0.02
88000, 0.00176, 0.02
88500, 0.00183, 0.02
89000, 0.00154, 0.02
89500, 0.00169, 0.02
90000, 0.00160, 0.02
90500, 0.00156, 0.02
91000, 0.00160, 0.02
91500, 0.00154, 0.02
92000, 0.00158, 0.02
92500, 0.00160, 0.02
93000, 0.00162, 0.02
93500, 0.00160, 0.02
94000, 0.00158, 0.02
94500, 0.00167, 0.02
95000, 0.00153, 0.02
95500, 0.00157, 0.02
96000, 0.00174, 0.02
96500, 0.00153, 0.02
97000, 0.00168, 0.02
97500, 0.00163, 0.02
98000, 0.00158, 0.02
98500, 0.00152, 0.02
99000, 0.00151, 0.02
99500, 0.00155, 0.02
100000, 0.00155, 0.02
