500, 0.02980, 0.005
1000, 0.01612, 0.005
1500, 0.01376, 0.005
2000, 0.01303, 0.005
2500, 0.01114, 0.005
3000, 0.01106, 0.005
3500, 0.00763, 0.005
4000, 0.00873, 0.005
4500, 0.00754, 0.005
5000, 0.00770, 0.005
5500, 0.00769, 0.005
6000, 0.00630, 0.005
6500, 0.00737, 0.005
7000, 0.00698, 0.005
7500, 0.00665, 0.005
8000, 0.00609, 0.005
8500, 0.00528, 0.005
9000, 0.00611, 0.005
9500, 0.00665, 0.005
10000, 0.00678, 0.005
10500, 0.00914, 0.02
11000, 0.00795, 0.02
11500, 0.01043, 0.02
12000, 0.00765, 0.02
12500, 0.00733, 0.02
13000, 0.00714, 0.02
13500, 0.00716, 0.02
14000, 0.00689, 0.02
14500, 0.00595, 0.02
15000, 0.00676, 0.02
15500, 0.00620, 0.02
16000, 0.00690, 0.02
16500, 0.00533, 0.02
17000, 0.00633, 0.02
17500, 0.00559, 0.02
18000, 0.00677, 0.02
18500, 0.00531, 0.02
19000, 0.00460, 0.02
19500, 0.00547, 0.02
20000, 0.00656, 0.02
20500, 0.00565, 0.02
21000, 0.00540, 0.02
21500, 0.00573, 0.02
22000, 0.00539, 0.02
22500, 0.00504, 0.02
23000, 0.00370, 0.02
23500, 0.00523, 0.02
24000, 0.00500, 0.02
24500, 0.00590, 0.02
25000, 0.00661, 0.02
25500, 0.00461, 0.02
26000, 0.00418, 0.02
26500, 0.00501, 0.02
27000, 0.00383, 0.02
27500, 0.00440, 0.02
28000, 0.00590, 0.02
28500, 0.00554, 0.02
29000, 0.00475, 0.02
29500, 0.00472, 0.02
30000, 0.00443, 0.02
30500, 0.00476, 0.02
31000, 0.00389, 0.02
31500, 0.00417, 0.02
32000, 0.00359, 0.02
32500, 0.00432, 0.02
33000, 0.00408, 0.02
33500, 0.00473, 0.02
34000, 0.00395, 0.02
34500, 0.00478, 0.02
35000, 0.00444, 0.02
35500, 0.00505, 0.02
36000, 0.00406, 0.02
36500, 0.00341, 0.02
37000, 0.00373, 0.02
37500, 0.00470, 0.02
38000, 0.00345, 0.02
38500, 0.00369, 0.02
39000, 0.00403, 0.02
39500, 0.00401, 0.02
40000, 0.00391, 0.02
40500, 0.00363, 0.02
41000, 0.00438, 0.02
41500, 0.00380, 0.02
42000, 0.00366, 0.02
42500, 0.00337, 0.02
43000, 0.00351, 0.02
43500, 0.00344, 0.02
44000, 0.00362, 0.02
44500, 0.00427, 0.02
45000, 0.00329, 0.02
45500, 0.00549, 0.02
46000, 0.00396, 0.02
46500, 0.00311, 0.02
47000, 0.00304, 0.02
47500, 0.00393, 0.02
48000, 0.00317, 0.02
48500, 0.00500, 0.02
49000, 0.00315, 0.02
49500, 0.00496, 0.02
50000, 0.00465, 0.02
50500, 0.00430, 0.02
51000, 0.00394, 0.02
51500, 0.00400, 0.02
52000, 0.00406, 0.02
52500, 0.00447, 0.02
53000, 0.00375, 0.02
53500, 0.00379, 0.02
54000, 0.00309, 0.02
54500, 0.00310, 0.02
55000, 0.00445, 0.02
55500, 0.00382, 0.02
56000, 0.00359, 0.02
56500, 0.00369, 0.02
57000, 0.00396, 0.02
57500, 0.00278, 0.02
58000, 0.00283, 0.02
58500, 0.00357, 0.02
59000, 0.00300, 0.02
59500, 0.00443, 0.02
60000, 0.00363, 0.02
60500, 0.00359, 0.02
61000, 0.00260, 0.02
61500, 0.00318, 0.02
62000, 0.00374, 0.02
62500, 0.00330, 0.02
63000, 0.00404, 0.02
63500, 0.00382, 0.02
64000, 0.00398, 0.02
64500, 0.00293, 0.02
65000, 0.00349, 0.02
65500, 0.00323, 0.02
66000, 0.00351, 0.02
66500, 0.00428, 0.02
67000, 0.00373, 0.02
67500, 0.00317, 0.02
68000, 0.00374, 0.02
68500, 0.00373, 0.02
69000, 0.00418, 0.02
69500, 0.00440, 0.02
70000, 0.00320, 0.02
70500, 0.00304, 0.02
71000, 0.00353, 0.02
71500, 0.00391, 0.02
72000, 0.00349, 0.02
72500, 0.00278, 0.02
73000, 0.00340, 0.02
73500, 0.00247, 0.02
74000, 0.00324, 0.02
74500, 0.00336, 0.02
75000, 0.00523, 0.02
75500, 0.00265, 0.02
76000, 0.00329, 0.02
76500, 0.00291, 0.02
77000, 0.00302, 0.02
77500, 0.00378, 0.02
78000, 0.00339, 0.02
78500, 0.00270, 0.02
79000, 0.00307, 0.02
79500, 0.00312, 0.02
80000, 0.00257, 0.02
80500, 0.00321, 0.02
81000, 0.00317, 0.02
81500, 0.00266, 0.02
82000, 0.00343, 0.02
82500, 0.00313, 0.02
83000, 0.00401, 0.02
83500, 0.00311, 0.02
84000, 0.00320, 0.02
84500, 0.00334, 0.02
85000, 0.00311, 0.02
85500, 0.00295, 0.02
86000, 0.00297, 0.02
86500, 0.00263, 0.02
87000, 0.00351, 0.02
87500, 0.00340, 0.02
88000, 0.00280, 0.02
88500, 0.00427, 0.02
89000, 0.00336, 0.02
89500, 0.00296, 0.02
90000, 0.00328, 0.02
90500, 0.00325, 0.02
91000, 0.00260, 0.02
91500, 0.00362, 0.02
92000, 0.00290, 0.02
92500, 0.00358, 0.02
93000, 0.00352, 0.02
93500, 0.00284, 0.02
94000, 0.00340, 0.02
94500, 0.00242, 0.02
95000, 0.00262, 0.02
95500, 0.00365, 0.02
96000, 0.00276, 0.02
96500, 0.00300, 0.02
97000, 0.00307, 0.02
97500, 0.00365, 0.02
98000, 0.00389, 0.02
98500, 0.00303, 0.02
99000, 0.00301, 0.02
99500, 0.00369, 0.02
100000, 0.00332, 0.02
